noise_relative,iter,timestamp,accept_counts_1,accept_counts_2,accept_counts_4,accept_counts_8,accept_counts_10,accept_counts_12,accept_counts_16,accept_counts_20,accept_counts_50,accept_counts_100,accept_counts_200,reject_counts_1,reject_counts_2,reject_counts_4,reject_counts_8,reject_counts_10,reject_counts_12,reject_counts_16,reject_counts_20,reject_counts_50,reject_counts_100,reject_counts_200,totals_1,totals_2,totals_4,totals_8,totals_10,totals_12,totals_16,totals_20,totals_50,totals_100,totals_200,acceptance_rates_1,acceptance_rates_2,acceptance_rates_4,acceptance_rates_8,acceptance_rates_10,acceptance_rates_12,acceptance_rates_16,acceptance_rates_20,acceptance_rates_50,acceptance_rates_100,acceptance_rates_200
0.315000,1,2025-09-23T21:09:27.954702-07:00,535077,263787,470786,105813,261,0,0,0,0,0,0,284,198,4,0,0,0,0,0,0,0,0,535361,263985,470790,105813,261,0,0,0,0,0,0,0.999470,0.999250,0.999992,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.315000,2,2025-09-23T21:09:29.95611-07:00,1069983,527605,941558,211588,529,0,0,0,0,0,0,584,423,11,0,0,0,0,0,0,0,0,1070567,528028,941569,211588,529,0,0,0,0,0,0,0.999454,0.999199,0.999988,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.315000,3,2025-09-23T21:09:31.957171-07:00,1605020,791503,1412344,317350,793,0,0,0,0,0,0,891,639,15,0,0,0,0,0,0,0,0,1605911,792142,1412359,317350,793,0,0,0,0,0,0,0.999445,0.999193,0.999989,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.315000,4,2025-09-23T21:09:33.958652-07:00,2140078,1055282,1883131,423082,1060,0,0,0,0,0,0,1200,861,20,0,0,0,0,0,0,0,0,2141278,1056143,1883151,423082,1060,0,0,0,0,0,0,0.999440,0.999185,0.999989,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.315000,5,2025-09-23T21:09:35.959903-07:00,2674925,1319127,2353953,528888,1329,0,0,0,0,0,0,1492,1046,25,0,0,0,0,0,0,0,0,2676417,1320173,2353978,528888,1329,0,0,0,0,0,0,0.999443,0.999208,0.999989,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.315000,6,2025-09-23T21:09:37.960894-07:00,3210093,1582856,2824722,634738,1597,0,0,0,0,0,0,1787,1257,33,0,0,0,0,0,0,0,0,3211880,1584113,2824755,634738,1597,0,0,0,0,0,0,0.999444,0.999206,0.999988,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.315000,7,2025-09-23T21:09:39.961611-07:00,3745075,1846665,3295470,740568,1866,0,0,0,0,0,0,2065,1468,39,0,0,0,0,0,0,0,0,3747140,1848133,3295509,740568,1866,0,0,0,0,0,0,0.999449,0.999206,0.999988,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.315000,8,2025-09-23T21:09:41.962608-07:00,4280126,2110443,3766300,846359,2131,0,0,0,0,0,0,2353,1690,45,0,0,0,0,0,0,0,0,4282479,2112133,3766345,846359,2131,0,0,0,0,0,0,0.999451,0.999200,0.999988,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.315000,9,2025-09-23T21:09:43.963157-07:00,4815221,2374093,4237102,952171,2395,0,0,0,0,0,0,2680,1898,54,0,0,0,0,0,0,0,0,4817901,2375991,4237156,952171,2395,0,0,0,0,0,0,0.999444,0.999201,0.999987,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.315000,10,2025-09-23T21:09:45.965007-07:00,5350342,2637904,4707932,1057905,2661,0,0,0,0,0,0,2987,2117,63,0,0,0,0,0,0,0,0,5353329,2640021,4707995,1057905,2661,0,0,0,0,0,0,0.999442,0.999198,0.999987,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.315000,11,2025-09-23T21:09:47.966276-07:00,5885415,2901742,5178682,1163651,2931,0,0,0,0,0,0,3269,2355,67,0,0,0,0,0,0,0,0,5888684,2904097,5178749,1163651,2931,0,0,0,0,0,0,0.999445,0.999189,0.999987,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.315000,12,2025-09-23T21:09:49.968138-07:00,6420340,3165525,5649456,1269384,3205,0,0,0,0,0,0,3539,2581,72,0,0,0,0,0,0,0,0,6423879,3168106,5649528,1269384,3205,0,0,0,0,0,0,0.999449,0.999185,0.999987,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.315000,13,2025-09-23T21:09:51.969465-07:00,6955334,3429494,6120239,1375118,3470,0,0,0,0,0,0,3832,2816,76,0,0,0,0,0,0,0,0,6959166,3432310,6120315,1375118,3470,0,0,0,0,0,0,0.999449,0.999180,0.999988,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.315000,14,2025-09-23T21:09:53.971619-07:00,7490109,3693496,6591005,1480925,3735,0,0,0,0,0,0,4132,3033,83,0,0,0,0,0,0,0,0,7494241,3696529,6591088,1480925,3735,0,0,0,0,0,0,0.999449,0.999180,0.999987,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.315000,15,2025-09-23T21:09:55.973867-07:00,8025184,3957316,7061752,1586722,4011,0,0,0,0,0,0,4433,3256,90,0,0,0,0,0,0,0,0,8029617,3960572,7061842,1586722,4011,0,0,0,0,0,0,0.999448,0.999178,0.999987,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.315000,16,2025-09-23T21:09:57.979695-07:00,8560140,4221311,7532571,1692505,4274,0,0,0,0,0,0,4712,3471,98,0,0,0,0,0,0,0,0,8564852,4224782,7532669,1692505,4274,0,0,0,0,0,0,0.999450,0.999178,0.999987,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.315000,17,2025-09-23T21:09:59.981076-07:00,9095050,4485185,8003428,1798242,4544,0,0,0,0,0,0,5007,3696,103,0,0,0,0,0,0,0,0,9100057,4488881,8003531,1798242,4544,0,0,0,0,0,0,0.999450,0.999177,0.999987,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.315000,18,2025-09-23T21:10:02.071953-07:00,9656668,4762163,8497770,1909344,4822,0,0,0,0,0,0,5334,3925,106,0,0,0,0,0,0,0,0,9662002,4766088,8497876,1909344,4822,0,0,0,0,0,0,0.999448,0.999176,0.999988,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.315000,19,2025-09-23T21:10:04.078908-07:00,10144481,4999851,8921605,2004687,5056,0,0,0,0,0,0,5535,4095,113,0,0,0,0,0,0,0,0,10150016,5003946,8921718,2004687,5056,0,0,0,0,0,0,0.999455,0.999182,0.999987,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.315000,20,2025-09-23T21:10:06.080568-07:00,10679506,5263576,9392445,2110502,5326,0,0,0,0,0,0,5763,4267,117,0,0,0,0,0,0,0,0,10685269,5267843,9392562,2110502,5326,0,0,0,0,0,0,0.999461,0.999190,0.999988,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.315000,21,2025-09-23T21:10:08.086009-07:00,11241362,5540639,9886791,2221613,5610,0,0,0,0,0,0,6013,4442,122,0,0,0,0,0,0,0,0,11247375,5545081,9886913,2221613,5610,0,0,0,0,0,0,0.999465,0.999199,0.999988,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.315000,22,2025-09-23T21:10:10.087591-07:00,11803303,5817705,10381078,2332686,5885,0,0,0,0,0,0,6264,4632,127,0,0,0,0,0,0,0,0,11809567,5822337,10381205,2332686,5885,0,0,0,0,0,0,0.999470,0.999204,0.999988,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.315000,23,2025-09-23T21:10:12.089721-07:00,12284792,6055166,10804696,2427927,6125,0,0,0,0,0,0,6467,4787,132,0,0,0,0,0,0,0,0,12291259,6059953,10804828,2427927,6125,0,0,0,0,0,0,0.999474,0.999210,0.999988,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
